Year,Incident cost,Description,Animal group,Property type,Property category,Service type,"Ward code
",Ward,Borough Code,Borough,Station,Postcode,Latitude,Longitude
2010,260,CAT STUCK ON BALCONY,Cat,House - single occupancy,Dwelling,Animal rescue from water,E05009398,Norland,E09000020,Kensington and Chelsea,North Kensington,W11,NULL,NULL
2010,260,CAT TRAPPED BETWEEN 2 GARAGES,Cat,House - single occupancy,Dwelling,Animal rescue from below ground,E05000321,South Hornchurch,E09000016,Havering,Wennington,RM13,NULL,NULL
2010,260,DOG FALLEN 8 FEET,Dog,Scrub land,Outdoor,Animal rescue from below ground,E05000197,Edmonton Green,E09000010,Enfield,Edmonton,N18,51.61886816,-0.048084728
2010,260,CAT FALLEN ONTO BALCONY AND INJURED,Cat,House - single occupancy,Dwelling,Animal rescue from water,E05009400,Pembridge,E09000020,Kensington and Chelsea,Kensington,W11,NULL,NULL
2010,260,BIRD TRAPPED IN CHIMNEY,Bird,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,E05009369,Clissold,E09000012,Hackney,Stoke Newington,N16,NULL,NULL
2010,260,CAT STUCK IN TREE,Cat,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,E05000368,Caledonian,E09000019,Islington,Islington,N1,51.53888335,-0.117610431
2010,520,RUNNING CALL TO ASSIST WITH ANIMALS IN DISTRESS,Unknown - Heavy Livestock Animal,Canal/riverbank vegetation,Outdoor,Other animal assistance,E05009396,Golborne,E09000020,Kensington and Chelsea,North Kensington,W10,51.525511,-0.205985016
2010,260,CAT TRAPPED IN PRICKLY BUSHES,Cat,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,E05000489,Plaistow North,E09000025,Newham,Plaistow,E13,51.52948087,0.025700736
2010,260,DOG WITH HEAD STUCK IN GATES,Dog,House - single occupancy,Dwelling,Other animal assistance,E05000314,Heaton,E09000016,Havering,Harold Hill,RM3,NULL,NULL
2010,260,CAT STUCK UNDER FLOORBOARDS,Cat,House - single occupancy,Dwelling,Animal rescue from below ground,E05009383,Springfield,E09000012,Hackney,Stoke Newington,E5,NULL,NULL
2010,260,KITTENS TRAPPED IN NETTING,Cat,Refuse/rubbish tip,Outdoor Structure,Other animal assistance,E05009325,Lansbury,E09000030,Tower Hamlets,Poplar,E14,51.52225487,-0.008653906
2010,260,CAT TRAPPED IN WALL CAVITY,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05000420,Coldharbour,E09000022,Lambeth,Brixton,SW9,NULL,NULL
2010,260,ASSIST RSPCA WITH PIGEON TRAPPED IN NETTING,Bird,Railway,Outdoor,Animal rescue from height,E05000338,South Ruislip,E09000017,Hillingdon,Ruislip,HA4,51.55656957,-0.398616075
2010,260,FOX TRAPPED BEHIND TICKET BOOTH,Fox,Railway building - other,Non Residential,Animal rescue from height,E05000428,St. Leonard's,E09000022,Lambeth,Norbury,SW16,51.41886771,-0.136280312
2010,260,CAT STUCK IN WINDOW FRAME,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05000230,Woolwich Riverside,E09000011,Greenwich,Plumstead,SE18,NULL,NULL
2010,260,CAT IN PRECARIOUS POSITION,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000145,West Hampstead,E09000007,Camden,West Hampstead,NW6,NULL,NULL
2010,780,CAT TRAPPED BETWEEN TWO WALLS,Cat,Private garage,Non Residential,Animal rescue from below ground,E05000606,Markhouse,E09000031,Waltham Forest,Walthamstow,E17,51.57969128,-0.02730388
2010,260,CAT FALLEN BEHIND BUILT IN CUPBOARD,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05009384,Stamford Hill West,E09000012,Hackney,Stoke Newington,N16,NULL,NULL
2010,780,DOG TRAPPED IN RABBIT HOLE,Dog,Tree scrub,Outdoor,Animal rescue from below ground,E05000517,East Sheen,E09000027,Richmond upon Thames,Richmond,TW10,51.44517473,-0.264841368
2010,260,CAT TRAPPED IN BUSH AFTER FALLING FROM WINDOW,Cat,Road surface/pavement,Outdoor,Other animal assistance,E05011244,Goodmayes,E09000026,Redbridge,Dagenham,RM8,51.56751532,0.127560848
2010,260,DOG  TRAPPED IN NETTLES,Dog,Heathland,Outdoor,Other animal assistance,E05000202,Highlands,E09000010,Enfield,Southgate,EN2,51.65043493,-0.117054331
2010,260,PIGEON TRAPPED IN ROOF,Bird,Town Hall,Non Residential,Animal rescue from height,E05000480,East Ham Central,E09000025,Newham,East Ham,E6,51.53275251,0.055245138
2010,260,DOG TRAPPED ON A LEDGE,Dog,House - single occupancy,Dwelling,Animal rescue from height,E05000056,High Barnet,E09000003,Barnet,Barnet,EN5,NULL,NULL
2010,260,ABANDONED CALL TRACED AS COMING FROM PRIVATE SUB,Unknown - Domestic Animal Or Pet,House - single occupancy,Dwelling,Animal rescue from height,E05000351,Feltham North,E09000018,Hounslow,Feltham,TW14,NULL,NULL
2010,260,ASSIST RSPCA WITH CAT STUCK IN TREE,Cat,Tree scrub,Outdoor,Animal rescue from height,E05000619,Northcote,E09000032,Wandsworth,Battersea,SW11,51.45796417,-0.162225941
2010,260,ASSIST RSPCA  REP WITH CAT UP TREE,Cat,Tree scrub,Outdoor,Animal rescue from height,E05000303,Stanmore Park,E09000015,Harrow,Stanmore,HA7,51.61673275,-0.329214813
2010,260,ASSIST RSPCA WITH CAT ON THE ROOF,Cat,Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Animal rescue from height,E05000252,Avonmore and Brook Green,E09000013,Hammersmith and Fulham,Hammersmith,W14,NULL,NULL
2010,260,DOG TRAPPED IN RAILINGS,Dog,Park,Outdoor,Other animal assistance,E05000261,Ravenscourt Park,E09000013,Hammersmith and Fulham,Hammersmith,W6,51.49739756,-0.237258242
2010,260,BIRD TRAPPED IN NETTING,Bird,Other outdoor location,Outdoor,Animal rescue from height,E05000408,Grove,E09000021,Kingston upon Thames,Kingston,KT1,51.41161515,-0.299834423
2010,260,CROW TRAPPED ON FLAG POLE,Bird,Temple,Non Residential,Animal rescue from height,E05000431,Streatham South,E09000022,Lambeth,Norbury,SW16,51.41359923,-0.126773166
2010,260,CAT STUCK IN CHIMNEY,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000174,Ealing Common,E09000009,Ealing,Ealing,W5,NULL,NULL
2010,260,16 WEEK OLD KITTEN STUCK UP TREE,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05011221,Blendon & Penhill,E09000004,Bexley,Sidcup,DA15,NULL,NULL
2010,260,CAT STUCK UNDER CAR BONNET,Cat,Car,Road Vehicle,Other animal assistance,E05000607,Valley,E09000031,Waltham Forest,Chingford,E4,51.61492821,-0.019580353
2010,260,RUNNING CALL KITTEN STUCK IN TREE,Cat,Cycle path/public footpath/bridleway,Outdoor,Animal rescue from height,E05000543,Livesey,E09000028,Southwark,Old Kent Road,SE16,51.48562702,-0.063962559
2010,260,CAT STUCK ON CHIMNEY,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05011108,Nunhead & Queen's Road,E09000028,Southwark,New Cross,SE15,NULL,NULL
2010,260,DOG WITH PAW TRAPPED IN MANHOLE COVER,Dog,Road surface/pavement,Outdoor,Other animal assistance,E05000158,Norbury,E09000008,Croydon,Norbury,SW16,51.40485248,-0.129229831
2010,260,SQUIRREL INJURED ON PHONE POLE,Squirrel,"Roadside furniture (eg lamp posts, road signs, telegraph poles, speed cameras)",Outdoor Structure,Animal rescue from height,E05000281,Tottenham Hale,E09000014,Haringey,Tottenham,N17,51.59654435,-0.061921232
2010,260,ASSIST RSPCA WITH CAT STUCK ON ROOF,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000116,Crystal Palace,E09000006,Bromley,Beckenham,SE19,NULL,NULL
2010,260,PIGEON TRAPPED IN NETTING,Bird,Bridge,Outdoor Structure,Animal rescue from height,E05000644,St. James's,E09000033,Westminster,Soho,WC2R,51.50996472,-0.118298749
2010,260,CAT TRAPPED SINK CUPBOARD,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,E05000452,Sydenham,E09000023,Lewisham,Forest Hill,SE26,NULL,NULL
2010,260,FISH IN DANGER OF DYING IN POND,Fish,Lake/pond/reservoir,Outdoor,Other animal assistance,E05000567,Sutton West,E09000029,Sutton,Sutton,SM1,51.3629704,-0.199098566
2010,260,KITTEN STUCK ON 3RD FLOOR BALCONY,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05011113,Rye Lane,E09000028,Southwark,Peckham,SE15,NULL,NULL
2010,1300,"FISH IN DISTRESS, HVPU REQUIRED",Fish,Lake/pond/reservoir,Outdoor,Other animal assistance,E05000195,Chase,E09000010,Enfield,Enfield,EN2,51.66993903,-0.068868485
2010,260,CAT STUCK ON BALCONY,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000641,Marylebone High Street,E09000033,Westminster,Soho,W1G,NULL,NULL
2010,260,CAT WEDGED BETWEEN WALL AND SHED,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000475,Beckton,E09000025,Newham,East Ham,E6,NULL,NULL
2010,260,ASSIST RSPCA WITH SMALL ANIMAL RESCUE,Unknown - Heavy Livestock Animal,Railings,Outdoor Structure,Other animal assistance,E05000316,Mawneys,E09000016,Havering,Romford,RM5,51.58974651,0.1649373
2010,260,BIRD IN DISTRESS,Bird,River/canal,Outdoor,Animal rescue from water,E05000075,Erith,E09000004,Bexley,Erith,DA8,51.48198358,0.179474875
2010,260,CAT STUCK UP TREE,Cat,Tree scrub,Outdoor,Animal rescue from height,E05000441,Crofton Park,E09000023,Lewisham,Forest Hill,SE23,51.44480106,-0.046190511
2010,260,CAT TRAPPED IN GARAGE,Cat,Private garage,Non Residential,Other animal assistance,E05011104,London Bridge & West Bermondsey,E09000028,Southwark,Dockhead,SE1,51.50086467,-0.082249296
2010,260,CAT TRAPPED UNDER BED,Cat,House - single occupancy,Dwelling,Other animal assistance,E05011111,Peckham Rye,E09000028,Southwark,New Cross,SE15,NULL,NULL
2010,260,DOG TRAPPED IN RAILINGS,Dog,Railings,Outdoor Structure,Other animal assistance,E05000290,Harrow Weald,E09000015,Harrow,Harrow,HA3,51.60410305,-0.35180198
2010,260,CAT STUCK ON WINDOW LEDGE,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000412,St. Mark's,E09000021,Kingston upon Thames,Surbiton,KT6,NULL,NULL
2010,260,CAT TRAPPED IN HOLE BEHIND A KITCHEN CUPBOARD,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05009395,Earl's Court,E09000020,Kensington and Chelsea,Kensington,SW5,NULL,NULL
2010,260,ASSIST THE RSPCA WITH TRAPPED PIDGEONS,Bird,Bridge,Outdoor Structure,Animal rescue from height,E05000260,Parsons Green and Walham,E09000013,Hammersmith and Fulham,Fulham,SW6,51.47053639,-0.206990913
2010,260,SMALL ANIMAL RESCUE,Cat,House - single occupancy,Dwelling,Animal rescue from below ground,E05009395,Earl's Court,E09000020,Kensington and Chelsea,Kensington,SW5,NULL,NULL
2010,260,BIRD TRAPPED IN CHIMNEY,Bird,House - single occupancy,Dwelling,Animal rescue from height,E05011482,Shirley North,E09000008,Croydon,Woodside,CR0,NULL,NULL
2010,260,BIRD STUCK IN TREE,Bird,Canal/riverbank vegetation,Outdoor,Animal rescue from height,E05000380,St. Peter's,E09000019,Islington,Islington,N1,51.53166771,-0.103994716
2010,260,PIGEON STUCK IN WINDOW,Bird,Purpose built office,Non Residential,Animal rescue from height,E05009335,Weavers,E09000030,Tower Hamlets,Shoreditch,E2,51.52479443,-0.07293985
2010,260,CAT STUCK ON 4TH FLOOR LEDGE,Cat,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Other animal assistance,E05000649,West End,E09000033,Westminster,Soho,W1K,NULL,NULL
2010,260,DEER STUCK ON FENCING,Deer,"Grassland, pasture, grazing etc ",Outdoor,Other animal assistance,E05000310,Gooshays,E09000016,Havering,Harold Hill,RM3,51.60304219,0.245572324
2010,260,BIRD WITH FOOT STUCK IN ROOF TILES,Bird,House - single occupancy,Dwelling,Animal rescue from height,E05000287,Edgware,E09000015,Harrow,Stanmore,HA8,NULL,NULL
2010,260,KITTEN TRAPPED BEHIND FIREPLACE,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000300,Rayners Lane,E09000015,Harrow,Harrow,HA5,NULL,NULL
2010,260,KITTEN TRAPPED BEHIND FIREPLACE,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000329,Eastcote and East Ruislip,E09000017,Hillingdon,Ruislip,HA5,NULL,NULL
2010,260,ASSIST RSPCA,Unknown - Domestic Animal Or Pet,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from below ground,E05009402,Redcliffe,E09000020,Kensington and Chelsea,Chelsea,SW10,NULL,NULL
2010,260,DOG WITH NECK STUCK IN RAILINGS,Dog,Park,Outdoor,Other animal assistance,E05000315,Hylands,E09000016,Havering,Hornchurch,RM11,51.5613255,0.208053787
2010,260,CAT TRAPPED ON ROOF,Cat,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from height,E05000091,Harlesden,E09000005,Brent,Park Royal,NW10,NULL,NULL
2010,260,DOG TRAPPED IN FENCE,Dog,Railings,Outdoor Structure,Other animal assistance,E05000519,"Ham, Petersham and Richmond Riverside",E09000027,Richmond upon Thames,Kingston,TW10,51.44224725,-0.313805479
2010,1040,KITTEN TRAPPED UNDER FLOOR BOARDS,Cat,House - single occupancy,Dwelling,Animal rescue from below ground,E05000493,Wall End,E09000025,Newham,East Ham,E6,NULL,NULL
2010,260,ASSIST RSPCA WITH TRAPPED INJURED GULL,Bird,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000205,Palmers Green,E09000010,Enfield,Southgate,N13,NULL,NULL
2010,260,HORSE TRAPPED IN STABLE DOOR,Horse,Barn,Non Residential,Other animal assistance,E05011480,Selsdon & Addington Village,E09000008,Croydon,Croydon,CR0,51.36630647,-0.094441367
2010,260,CAT UP TREE,Cat,Club/night club,Non Residential,Animal rescue from height,E05000519,"Ham, Petersham and Richmond Riverside",E09000027,Richmond upon Thames,Kingston,TW10,51.43194195,-0.305697126
2010,260,RUNNING CALL TO ASSIST INJURED CAT,Cat,Railway trackside vegetation,Outdoor,Animal rescue from below ground,E05000526,North Richmond,E09000027,Richmond upon Thames,Richmond,TW9,51.46600036,-0.283703981
2010,260,ASSISTING RSPCA WITH CAT STUCK ON ROOF,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000229,Woolwich Common,E09000011,Greenwich,Plumstead,SE18,NULL,NULL
2010,260,CAT STUCK IN 3 METRE HOLE IN PREMISES,Cat,House - single occupancy,Dwelling,Animal rescue from below ground,E05009388,Abingdon,E09000020,Kensington and Chelsea,Kensington,W8,NULL,NULL
2010,260,CAT TRAPPED BY COLLAR  ON TREE,Cat,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,E05000176,Elthorne,E09000009,Ealing,Ealing,W7,51.5003067,-0.329140491
2010,260,CAT TRAPPED IN RUBBISH CHUTE,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05000419,Clapham Town,E09000022,Lambeth,Clapham,SW4,NULL,NULL
2010,520,CAT TRAPPED UNDER JETTY,Cat,Barge,Boat,Animal rescue from water,E05000230,Woolwich Riverside,E09000011,Greenwich,Plumstead,SE18,51.49403846,0.063429055
2010,520,MAGPIE STUCK IN BUILDING,Bird,Other indoor sporting venue,Non Residential,Other animal assistance,E05009387,Woodberry Down,E09000012,Hackney,Stoke Newington,N4,51.56529283,-0.092467492
2010,260,CAT O/S WINDOW ON 2ND FLOOR,Cat,Library,Non Residential,Animal rescue from height,E05000480,East Ham Central,E09000025,Newham,East Ham,E6,51.53233538,0.055442633
2010,260,CAT SHUT IN GARAGE,Cat,Private garage,Non Residential,Other animal assistance,E05011242,Fairlop,E09000026,Redbridge,Hainault,IG6,51.60397678,0.095328095
2010,260,CAT TRAPPED IN CAVITY WALL,Cat,Purpose Built Flats/Maisonettes - 10 or more storeys,Dwelling,Other animal assistance,E05000041,Village,E09000002,Barking and Dagenham,Dagenham,RM10,NULL,NULL
2010,260,DOG WITH HEAD TRAPPED IN RAILINGS,Dog,Park,Outdoor,Other animal assistance,E05011462,Addiscombe East,E09000008,Croydon,Woodside,CR9,51.38287195,-0.063243189
2010,260,ASSIST RSPCA WITH PIGEON TRAPPED IN NETTING,Bird,"Tunnel, subway ",Outdoor Structure,Animal rescue from below ground,E05000145,West Hampstead,E09000007,Camden,West Hampstead,NW6,51.54686396,-0.20334192
2010,260,CAT IN PRECARIOUS POSITION,Cat,Other outdoor structures,Outdoor Structure,Animal rescue from height,E05009332,Shadwell,E09000030,Tower Hamlets,Shadwell,E1,51.51239452,-0.053949357
2010,260,FOX STUCK IN BASEMENT AREA OUTSIDE,Fox,Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Animal rescue from below ground,E05000418,Clapham Common,E09000022,Lambeth,Clapham,SW4,NULL,NULL
2010,780,KITTEN STUCK INSIDE RECLINER CHAIR,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,E05000306,Brooklands,E09000016,Havering,Romford,RM7,NULL,NULL
2010,260,CAT TRAPPED BEHIND CABINET,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000194,Bush Hill Park,E09000010,Enfield,Edmonton,EN1,NULL,NULL
2010,260,CAT TRAPPED IN GARDEN,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from below ground,E05000644,St. James's,E09000033,Westminster,Lambeth,SW1P,NULL,NULL
2010,260,RUNNING CALL TO CAT STUCK UP TREE,Cat,Tree scrub,Outdoor,Animal rescue from height,E05000415,Tudor,E09000021,Kingston upon Thames,Kingston,KT2,51.42916325,-0.303829153
2010,260,CAT STUCK BEHIND BOARDS,Cat,Wasteland,Outdoor,Animal rescue from below ground,E05009372,Hackney Central,E09000012,Hackney,Homerton,E8,51.54587959,-0.058087753
2010,260,DOG STUCK IN LAKE,Dog,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05000540,East Walworth,E09000028,Southwark,Old Kent Road,SE5,51.48629505,-0.077228935
2010,260,CROW TRAPPED IN CHIMNEY,Bird,House - single occupancy,Dwelling,Other animal assistance,E05000402,Beverley,E09000021,Kingston upon Thames,New Malden,KT3,NULL,NULL
2010,260,INJURED CAT STUCK IN TREE,Cat,Park,Outdoor,Animal rescue from height,E05000170,Acton Central,E09000009,Ealing,Acton,W3,51.50819469,-0.271513023
2010,260,CAT WITH HEAD TRAPPED UNDER FENCE,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000196,Cockfosters,E09000010,Enfield,Southgate,EN4,NULL,NULL
2010,260,RUNNING CALL TO CAT STUCK IN CHIMNEY,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000455,Abbey,E09000024,Merton,Wimbledon,SW19,NULL,NULL
2010,260,SQUIRREL STUCK IN BOILER,Squirrel,Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Other animal assistance,E05011472,Norbury & Pollards Hill,E09000008,Croydon,Norbury,SW16,NULL,NULL
2010,260,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Other outdoor location,Outdoor,Animal rescue from height,E05000372,Highbury East,E09000019,Islington,Islington,N5,51.55211837,-0.097980233
2010,260,CAT WITH HEAD STUCK IN CAN,Cat,Road surface/pavement,Outdoor,Other animal assistance,E05000591,Cathall,E09000031,Waltham Forest,Leytonstone,E11,51.55782991,0.005075484
2010,260,GULL TRAPPED IN GUTTERING,Bird,House - single occupancy,Dwelling,Animal rescue from height,E05011487,Waddon,E09000008,Croydon,Croydon,CR0,NULL,NULL
2010,260,RUNNING CALL TO CAT TRAPPED IN BILLBOARD,Cat,Other outdoor structures,Outdoor Structure,Animal rescue from height,E05000473,West Barnes,E09000024,Merton,New Malden,KT3,51.39965376,-0.241276831
2010,260,KITTEN STUCK IN BUILDING,Cat,Single shop,Non Residential,Other animal assistance,E05000178,Greenford Green,E09000009,Ealing,Northolt,UB6,51.54099471,-0.346728568
2010,260,CAT STUCK UP CHIMNEY,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000434,Thurlow Park,E09000022,Lambeth,West Norwood,SE27,NULL,NULL
2010,780,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,Park,Outdoor,Animal rescue from height,E05000184,Northolt Mandeville,E09000009,Ealing,Northolt,UB5,51.54652667,-0.377782122
2010,260,CAT STUCK BETWEEN KITCHEN UNITS AND WALL,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from below ground,E05000091,Harlesden,E09000005,Brent,Willesden,NW10,NULL,NULL
2010,520,ASSIST RSPCA WITH HORSE TRAPPED IN FENCE ***SILENT APPROACH REQUESTED****,Horse,"Grassland, pasture, grazing etc ",Outdoor,Other animal assistance,E05000357,Heston West,E09000018,Hounslow,Feltham,TW5,51.48347985,-0.400586934
2010,260,CAT TRAPPED ON LEDGE,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000421,Ferndale,E09000022,Lambeth,Clapham,SW4,NULL,NULL
2010,260,DOG STUCK IN GARDEN GATE,Dog,Garden equipment,Outdoor Structure,Other animal assistance,E05000490,Plaistow South,E09000025,Newham,Plaistow,E13,51.52804493,0.028131124
2010,520,DEER TRAPPED IN RAILINGS,Deer,Woodland/forest - conifers/softwood,Outdoor,Other animal assistance,E05000162,Selsdon and Ballards,E09000008,Croydon,Addington,CR2,51.34293642,-0.046548067
2010,260,HORSE IN RIVER,Horse,Park,Outdoor,Animal rescue from water,E05000321,South Hornchurch,E09000016,Havering,Hornchurch,RM13,51.53365336,0.203298178
2010,260,CAT STUCK ON SCAFFOLDING,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000261,Ravenscourt Park,E09000013,Hammersmith and Fulham,Hammersmith,W12,NULL,NULL
2010,260,DISTRESSED CAT TRAPPED IN TREE,Cat,Tree scrub,Outdoor,Animal rescue from height,E05009373,Hackney Downs,E09000012,Hackney,Homerton,E5,51.55512109,-0.056280803
2010,260,BIRD TRAPPED IN TREE,Bird,Tree scrub,Outdoor,Animal rescue from height,E05000326,Brunel,E09000017,Hillingdon,Hillingdon,UB10,51.53155726,-0.451152068
2010,260,CAT TRAPPED BETWEEN FENCE AND WALL,Cat,Wasteland,Outdoor,Other animal assistance,E05000423,Herne Hill,E09000022,Lambeth,Brixton,SE5,51.46981036,-0.101449112
2010,260,CAT STUCK IN WELL IN BASEMENT AREA,Cat,Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Animal rescue from below ground,E05009405,Stanley,E09000020,Kensington and Chelsea,Chelsea,SW10,NULL,NULL
2010,260,ASSIST RSPCA WITH TRAPPED FOX,Fox,Self contained Sheltered Housing,Dwelling,Animal rescue from below ground,E05000648,Westbourne,E09000033,Westminster,North Kensington,W11,NULL,NULL
2010,260,DOG FALLEN DOWN  INTO DITCH,Dog,Park,Outdoor,Animal rescue from below ground,E05000116,Crystal Palace,E09000006,Bromley,Beckenham,SE19,51.41816986,-0.072595726
2010,260,FOX IMPALED ON SPIKED FENCE,Fox,Railings,Outdoor Structure,Other animal assistance,E05000570,Wallington South,E09000029,Sutton,Wallington,SM6,51.35475923,-0.148276762
2010,260,PIGEON STUCK IN NET,Bird,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000195,Chase,E09000010,Enfield,Enfield,EN1,NULL,NULL
2010,260,KITTEN TRAPPED IN LOCKED WASHING MACHINE,Cat,House - single occupancy,Dwelling,Animal rescue from water,E05000320,St. Andrew's,E09000016,Havering,Hornchurch,RM11,NULL,NULL
2010,260,SQUIRREL TRAPPED IN METAL FENCING,Squirrel,Railings,Outdoor Structure,Animal rescue from height,E05000370,Clerkenwell,E09000019,Islington,Shoreditch,EC1R,51.5245613,-0.107202071
2010,260,CAT TRAPPED IN BARBED WIRE,Cat,Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Other animal assistance,E05000486,Green Street West,E09000025,Newham,Stratford,E13,NULL,NULL
2010,260,CAT TRAPPED IN CONSTRUCTION HOLE,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from below ground,E05000380,St. Peter's,E09000019,Islington,Islington,N1,NULL,NULL
2010,520,HORSE COLLAPSED BEHIND STABLE DOORS,Horse,Barn,Non Residential,Other animal assistance,E05000310,Gooshays,E09000016,Havering,Harold Hill,RM3,51.61948023,0.225827382
2010,260,KITTEN STUCK AT REAR OF ELECTRICY CIRCUIT BOX,Cat,Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Animal rescue from height,E05000105,Willesden Green,E09000005,Brent,Willesden,NW2,NULL,NULL
2010,260,DOG TRAPPED IN BARBED WIRE IN WOODLAND,Dog,Park,Outdoor,Animal rescue from water,E05000195,Chase,E09000010,Enfield,Enfield,EN2,51.6688445,-0.095452158
2010,260,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000190,Southall Green,E09000009,Ealing,Southall,UB2,NULL,NULL
2010,260,DOG IN RIVER,Dog,River/canal,Outdoor,Animal rescue from water,E05000513,Snaresbrook,E09000026,Redbridge,Leytonstone,E11,51.58091804,0.024710319
2010,260,KITTEN WITH PAW TRAPPED IN DOOR,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000590,Cann Hall,E09000031,Waltham Forest,Leytonstone,E11,NULL,NULL
2010,260,RUNNING CALL TO CAT STUCK UP CHIMNEY,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000424,Knight's Hill,E09000022,Lambeth,West Norwood,SE27,NULL,NULL
2010,260,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,Other outdoor location,Outdoor,Animal rescue from height,E05000640,Maida Vale,E09000033,Westminster,Paddington,W9,51.52866636,-0.189526437
2010,520,HORSE TRAPPED IN RESERVOIR,Horse,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05000600,Higham Hill,E09000031,Waltham Forest,Walthamstow,E4,51.60870464,-0.034510989
2010,260,CAT TRAPPED BETWEEN CUPBOARD AND WALL,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from below ground,E05000088,Dollis Hill,E09000005,Brent,Willesden,NW2,NULL,NULL
2010,260,DISTRESSED DOGS LOCKED IN CAR,Dog,Car,Road Vehicle,Other animal assistance,E05000614,Fairfield,E09000032,Wandsworth,Battersea,SW18,51.46196733,-0.179614115
2010,780,LARGE BULL IN DISTRESS,Bull,Other outdoor location,Outdoor,Other animal assistance,E05000290,Harrow Weald,E09000015,Harrow,Harrow,HA3,51.61390438,-0.346015882
2010,260,DOG TRAPPED IN FENCE,Dog,Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Other animal assistance,E05009380,Lea Bridge,E09000012,Hackney,Homerton,E5,NULL,NULL
2010,260,PUPPY TRAPPED BETWEEN TWO BUILDINGS,Dog,House - single occupancy,Dwelling,Other animal assistance,E05000058,Oakleigh,E09000003,Barnet,Barnet,EN5,NULL,NULL
2010,260,RUNNING CALL TO CAT TRAPPED IN A BIN,Cat,Other outdoor structures,Outdoor Structure,Animal rescue from height,E05009379,King's Park,E09000012,Hackney,Homerton,E5,51.55546674,-0.040830133
